9.626419559547566327e-07,1.127820691662376095e-05,1.214111236762414149e-04,1.287419027545105019e-03,1.304409381422787055e-02,9.291726112365722434e-02
9.859782197192603995e-07,1.150993148614983312e-05,1.235845970944541899e-04,1.308732408986859304e-03,1.325249785984860922e-02,9.291726112365722434e-02
9.925292394018880167e-07,1.156219117280343508e-05,1.237929894858989072e-04,1.304952166666459995e-03,1.312686459528467076e-02,9.291726112365722434e-02
9.844045441539806566e-07,1.144099436935794387e-05,1.220352142170303783e-04,1.281374953773792204e-03,1.288925553272555688e-02,9.291726112365722434e-02
9.259041244276015319e-07,1.076846583624300238e-05,1.145498228799313130e-04,1.201848259536823825e-03,1.223756341223963123e-02,9.291726112365722434e-02
9.122284601707535129e-07,1.057901715388961978e-05,1.127947893001219839e-04,1.196611491795627862e-03,1.238198897837585431e-02,9.291726112365722434e-02
8.356206471624445398e-07,9.744004132638348978e-06,1.044596978029041609e-04,1.115305147624605711e-03,1.166263978300799940e-02,9.291726112365722434e-02
7.600401122949982335e-07,8.918971435319506230e-06,9.636828839453032592e-05,1.043263488865825862e-03,1.121040243851170216e-02,9.291726112365722434e-02
7.468832507142701797e-07,8.807322814236427547e-06,9.660021859383243739e-05,1.069674872950229739e-03,1.167785324917681132e-02,9.291726112365722434e-02
7.624072303248896178e-07,9.077540837783444199e-06,1.010771515373555209e-04,1.129040567075668532e-03,1.218244814247743633e-02,9.291726112365722434e-02
7.879071710472165552e-07,9.462356288845733668e-06,1.059077048991037556e-04,1.174173993210221242e-03,1.240263112958327370e-02,9.291726112365722434e-02
8.125296213089710821e-07,9.783480681015998041e-06,1.089845579850253165e-04,1.191927097886598527e-03,1.239341754965972431e-02,9.291726112365722434e-02
8.168923490463914144e-07,9.812828765641780284e-06,1.083362487403946697e-04,1.171316000761562625e-03,1.212055336762895251e-02,9.291726112365722434e-02
7.919091847095890996e-07,9.476749746613153676e-06,1.038393666022866067e-04,1.118025232636182375e-03,1.166896255432390249e-02,9.291726112365722434e-02
7.921354934044807917e-07,9.421272342391873601e-06,1.030197809839160307e-04,1.116116378042351876e-03,1.177911264929141534e-02,9.291726112365722434e-02
7.966211239271660688e-07,9.459460550875365418e-06,1.036846990498579220e-04,1.128726083577780582e-03,1.192575569450227135e-02,9.839528083801268865e-02
7.975113057530961677e-07,9.486812281249266902e-06,1.046056998946134757e-04,1.153361759721252371e-03,1.245956078156824735e-02,9.839528083801268865e-02
8.075805709813321773e-07,9.650915828437965616e-06,1.072952844272633937e-04,1.189779623193054419e-03,1.273649758171661699e-02,9.839528083801268865e-02
8.301653375037697228e-07,9.960418575972718769e-06,1.110663190888040822e-04,1.226558415300790924e-03,1.295428886997072870e-02,9.839528083801268865e-02
8.710780247887122084e-07,1.045124284612698864e-05,1.161965878693635911e-04,1.272174126735362053e-03,1.324587554763241408e-02,9.839528083801268865e-02
